Area	Campaign	Event label	Date/Time	Latitude	Longitude
South Atlantic Ocean	ANT-III/2	PS06/01164	1984-11-16T17:08	-54.700	-63.570
Drake Passage	ANT-III/2	PS06/01165	1984-11-16T23:29	-55.700	-62.550
Drake Passage	ANT-III/2	PS06/01166	1984-11-17T05:29	-56.750	-61.860
Scotia Sea	ANT-III/2	PS06/01167	1984-11-17T11:10	-57.780	-60.730
Scotia Sea	ANT-III/2	PS06/01168	1984-11-17T17:07	-58.900	-59.830
Scotia Sea	ANT-III/2	PS06/01169	1984-11-17T23:24	-59.950	-58.880
Scotia Sea	ANT-III/2	PS06/01170	1984-11-18T05:09	-60.840	-57.930
Scotia Sea	ANT-III/2	PS06/01171	1984-11-18T11:39	-61.670	-57.110
Scotia Sea	ANT-III/2	PS06/01172	1984-11-18T16:59	-62.280	-57.500
Scotia Sea	ANT-III/2	PS06/01173	1984-11-18T23:23	-62.330	-57.820
Scotia Sea	ANT-III/2	PS06/01174	1984-11-19T11:03	-62.150	-58.450
Scotia Sea	ANT-III/2	PS06/01175	1984-11-20T11:07	-62.150	-58.470
Scotia Sea	ANT-III/2	PS06/01176	1984-11-20T17:07	-62.170	-58.300
Weddell Sea	ANT-III/2	PS06/01177	1984-11-21T11:20	-63.500	-54.250
Weddell Sea	ANT-III/2	PS06/01178	1984-11-21T17:14	-63.450	-54.320
Scotia Sea	ANT-III/2	PS06/01179	1984-11-22T16:59	-61.750	-54.250
Scotia Sea	ANT-III/2	PS06/01180	1984-11-23T11:01	-60.750	-54.300
Scotia Sea	ANT-III/2	PS06/01181	1984-11-23T17:01	-60.480	-54.270
Scotia Sea	ANT-III/2	PS06/01182	1984-11-23T22:59	-60.250	-54.260
Scotia Sea	ANT-III/2	PS06/01183	1984-11-24T11:00	-60.000	-54.580
Scotia Sea	ANT-III/2	PS06/01184	1984-11-24T17:07	-60.130	-55.010
Scotia Sea	ANT-III/2	PS06/01185	1984-11-24T23:31	-60.230	-54.970
Scotia Sea	ANT-III/2	PS06/01186	1984-11-25T11:00	-60.730	-55.000
Scotia Sea	ANT-III/2	PS06/01187	1984-11-25T16:59	-61.000	-55.070
Scotia Sea	ANT-III/2	PS06/01188	1984-11-25T22:36	-61.250	-55.000
Scotia Sea	ANT-III/2	PS06/01189	1984-11-26T11:01	-61.750	-54.950
Scotia Sea	ANT-III/2	PS06/01190	1984-11-26T16:54	-62.000	-55.000
Scotia Sea	ANT-III/2	PS06/01191	1984-11-26T22:59	-62.710	-55.950
Scotia Sea	ANT-III/2	PS06/01192	1984-11-27T11:08	-62.250	-56.000
Scotia Sea	ANT-III/2	PS06/01193	1984-11-27T17:00	-61.780	-56.000
Scotia Sea	ANT-III/2	PS06/01194	1984-11-27T22:36	-61.250	-56.000
Scotia Sea	ANT-III/2	PS06/01195	1984-11-28T10:59	-60.750	-56.000
Scotia Sea	ANT-III/2	PS06/01196	1984-11-28T16:57	-60.480	-56.000
Scotia Sea	ANT-III/2	PS06/01197	1984-11-29T05:49	-60.000	-56.000
Scotia Sea	ANT-III/2	PS06/01198	1984-11-29T16:59	-60.250	-56.750
Scotia Sea	ANT-III/2	PS06/01199	1984-11-29T22:56	-60.500	-56.780
Scotia Sea	ANT-III/2	PS06/01200	1984-11-30T10:57	-61.000	-56.740
Scotia Sea	ANT-III/2	PS06/01201	1984-11-30T22:43	-61.800	-56.780
Scotia Sea	ANT-III/2	PS06/01202	1984-12-01T11:03	-62.130	-58.470
Scotia Sea	ANT-III/2	PS06/01203	1984-12-01T16:54	-62.250	-57.520
Scotia Sea	ANT-III/2	PS06/01204	1984-12-02T10:54	-60.330	-58.930
Scotia Sea	ANT-III/2	PS06/01205	1984-12-02T16:56	-60.830	-58.620
Scotia Sea	ANT-III/2	PS06/01206	1984-12-03T10:46	-62.230	-57.530
Scotia Sea	ANT-III/2	PS06/01207	1984-12-03T16:48	-62.370	-57.470
Scotia Sea	ANT-III/2	PS06/01208	1984-12-03T23:19	-62.990	-57.060
Scotia Sea	ANT-III/2	PS06/01209	1984-12-04T10:54	-63.080	-58.880
Scotia Sea	ANT-III/2	PS06/01210	1984-12-04T16:49	-62.610	-58.630
Scotia Sea	ANT-III/2	PS06/01211	1984-12-04T23:00	-61.790	-57.350
Scotia Sea	ANT-III/2	PS06/01212	1984-12-05T05:08	-60.800	-58.270
Scotia Sea	ANT-III/2	PS06/01213	1984-12-05T10:54	-59.830	-59.180
Scotia Sea	ANT-III/2	PS06/01214	1984-12-05T16:49	-58.800	-60.070
Scotia Sea	ANT-III/2	PS06/01215	1984-12-05T23:28	-57.650	-61.130
Drake Passage	ANT-III/2	PS06/01216	1984-12-06T10:56	-55.780	-62.720
South Atlantic Ocean	ANT-III/2	PS06/01217	1984-12-06T16:54	-54.770	-63.410
South Atlantic Ocean	ANT-III/2	PS06/01218	1984-12-06T23:32	-54.040	-65.030
South Atlantic Ocean	ANT-III/2	PS06/01219	1984-12-07T11:13	-52.920	-67.610
Scotia Sea	ANT-III/3	PS06/01220	1985-01-08T10:55	-62.220	-58.000
Scotia Sea	ANT-III/3	PS06/01221	1985-01-09T11:11	-60.490	-55.360
Scotia Sea	ANT-III/3	PS06/01222	1985-01-10T11:51	-61.190	-54.310
Weddell Sea	ANT-III/3	PS06/01223	1985-01-14T11:04	-61.500	-40.800
Weddell Sea	ANT-III/3	PS06/01224	1985-01-15T10:58	-62.400	-34.700
Weddell Sea	ANT-III/3	PS06/01225	1985-01-16T10:55	-64.400	-27.600
Weddell Sea	ANT-III/3	PS06/01226	1985-01-17T10:58	-66.700	-21.900
Weddell Sea	ANT-III/3	PS06/01227	1985-01-21T10:49	-71.400	-13.400
Weddell Sea	ANT-III/3	PS06/01228	1985-01-23T11:02	-73.000	-21.100
Weddell Sea	ANT-III/3	PS06/01229	1985-01-24T11:08	-72.700	-20.300
Weddell Sea	ANT-III/3	PS06/01230	1985-01-25T11:13	-72.400	-19.800
Weddell Sea	ANT-III/3	PS06/01231	1985-01-27T11:39	-72.500	-17.900
Weddell Sea	ANT-III/3	PS06/01232	1985-01-28T10:48	-72.350	-18.090
Weddell Sea	ANT-III/3	PS06/01233	1985-01-29T10:44	-72.500	-17.500
Weddell Sea	ANT-III/3	PS06/01234	1985-01-30T10:44	-72.500	-17.300
Weddell Sea	ANT-III/3	PS06/01235	1985-01-31T10:44	-72.700	-19.400
Weddell Sea	ANT-III/3	PS06/01236	1985-02-01T10:47	-73.200	-20.500
Weddell Sea	ANT-III/3	PS06/01237	1985-02-02T10:42	-75.200	-27.200
Weddell Sea	ANT-III/3	PS06/01238	1985-02-03T11:32	-77.100	-33.500
Weddell Sea	ANT-III/3	PS06/01239	1985-02-06T10:39	-77.700	-45.000
Weddell Sea	ANT-III/3	PS06/01241	1985-02-08T10:49	-77.600	-38.500
Weddell Sea	ANT-III/3	PS06/01242	1985-02-09T11:17	-77.700	-36.400
Weddell Sea	ANT-III/3	PS06/01243	1985-02-10T10:42	-76.400	-31.200
Weddell Sea	ANT-III/3	PS06/01244	1985-02-11T10:40	-73.600	-22.500
Weddell Sea	ANT-III/3	PS06/01245	1985-02-12T11:07	-73.100	-20.700
Weddell Sea	ANT-III/3	PS06/01246	1985-02-13T10:40	-72.800	-20.000
Weddell Sea	ANT-III/3	PS06/01247	1985-02-15T10:44	-72.400	-17.700
Weddell Sea	ANT-III/3	PS06/01248	1985-02-16T10:53	-72.600	-17.600
Weddell Sea	ANT-III/3	PS06/01249	1985-02-17T10:47	-72.000	-19.100
Weddell Sea	ANT-III/3	PS06/01250	1985-02-18T10:46	-73.400	-21.900
Weddell Sea	ANT-III/3	PS06/01251	1985-02-19T11:17	-72.800	-20.000
Weddell Sea	ANT-III/3	PS06/01252	1985-02-20T10:41	-72.900	-19.200
Weddell Sea	ANT-III/3	PS06/01253	1985-02-21T10:42	-73.100	-20.500
Weddell Sea	ANT-III/3	PS06/01254	1985-02-22T10:53	-71.200	-13.800
Weddell Sea	ANT-III/3	PS06/01255	1985-02-25T11:22	-68.900	-3.700
South Atlantic Ocean	ANT-III/3	PS06/01256	1985-02-26T10:40	-65.600	3.000
South Atlantic Ocean	ANT-III/3	PS06/01257	1985-02-27T11:08	-60.100	3.000
South Atlantic Ocean	ANT-III/3	PS06/01258	1985-02-28T10:27	-54.400	3.200
South Atlantic Ocean	ANT-III/3	PS06/01259	1985-03-01T10:39	-50.500	6.500
South Atlantic Ocean	ANT-III/3	PS06/01260	1985-03-02T10:38	-45.300	10.600
South Atlantic Ocean	ANT-III/3	PS06/01261	1985-03-03T10:56	-40.900	13.700
South Atlantic Ocean	ANT-III/3	PS06/01262	1985-03-04T10:45	-36.500	16.600
South Atlantic Ocean	ANT-IV/2	PS08/01398	1985-11-07T10:47	-27.660	-44.450
South Atlantic Ocean	ANT-IV/2	PS08/01399	1985-11-08T10:46	-32.660	-45.880
South Atlantic Ocean	ANT-IV/2	PS08/01400	1985-11-09T10:38	-37.450	-47.350
South Atlantic Ocean	ANT-IV/2	PS08/01401	1985-11-10T10:40	-42.050	-48.750
South Atlantic Ocean	ANT-IV/2	PS08/01402	1985-11-11T10:49	-47.010	-50.540
South Atlantic Ocean	ANT-IV/2	PS08/01403	1985-11-12T10:55	-51.350	-52.220
Scotia Sea	ANT-IV/2	PS08/01404	1985-11-13T10:35	-56.200	-54.200
Scotia Sea	ANT-IV/2	PS08/01405	1985-11-14T10:38	-61.100	-56.550
Scotia Sea	ANT-IV/2	PS08/01414	1985-11-15T10:36	-62.750	-56.450
Scotia Sea	ANT-IV/2	PS08/01415	1985-11-16T15:08	-62.440	-57.700
Scotia Sea	ANT-IV/2	PS08/01416	1985-11-17T10:30	-62.950	-60.100
Scotia Sea	ANT-IV/2	PS08/01417	1985-11-18T10:29	-63.240	-61.420
Drake Passage	ANT-IV/2	PS08/01418	1985-11-19T10:22	-64.610	-64.510
Drake Passage	ANT-IV/2	PS08/01419	1985-11-19T19:21	-64.990	-64.990
South Pacific Ocean	ANT-IV/2	PS08/01420	1985-11-20T05:07	-66.660	-68.600
South Pacific Ocean	ANT-IV/2	PS08/01421	1985-11-20T10:21	-67.550	-69.770
Drake Passage	ANT-IV/2	PS08/01422	1985-11-21T10:51	-63.610	-62.150
Scotia Sea	ANT-IV/2	PS08/01423	1985-11-22T10:22	-62.300	-58.250
Scotia Sea	ANT-IV/2	PS08/01424	1985-11-23T10:26	-62.260	-57.610
Scotia Sea	ANT-IV/2	PS08/01425	1985-11-24T10:56	-62.410	-57.900
Scotia Sea	ANT-IV/2	PS08/01426	1985-11-25T10:26	-62.150	-53.920
Scotia Sea	ANT-IV/2	PS08/01427	1985-11-26T10:22	-62.550	-54.950
Scotia Sea	ANT-IV/2	PS08/01428	1985-11-27T10:27	-62.250	-57.460
Scotia Sea	ANT-IV/2	PS08/01429	1985-11-28T10:38	-62.250	-57.450
Scotia Sea	ANT-IV/2	PS08/01430	1985-11-29T10:36	-59.250	-59.660
South Atlantic Ocean	ANT-IV/2	PS08/01431	1985-11-30T10:26	-54.810	-63.300
Weddell Sea	ANT-IV/3	PS08/01432	1985-12-13T10:56	-66.650	-23.180
Weddell Sea	ANT-IV/3	PS08/01433	1985-12-14T11:00	-68.630	-17.760
Weddell Sea	ANT-IV/3	PS08/01434	1985-12-14T13:26	-68.710	-16.560
Weddell Sea	ANT-IV/3	PS08/01435	1985-12-17T10:55	-70.300	-8.900
Weddell Sea	ANT-IV/3	PS08/01436	1985-12-18T10:56	-71.000	-13.200
Weddell Sea	ANT-IV/3	PS08/01437	1985-12-19T10:56	-71.720	-18.950
Weddell Sea	ANT-IV/3	PS08/01438	1985-12-20T10:53	-72.410	-23.500
Weddell Sea	ANT-IV/3	PS08/01439	1985-12-21T10:57	-73.500	-25.500
Weddell Sea	ANT-IV/3	PS08/01440	1985-12-22T10:59	-71.850	-22.380
Weddell Sea	ANT-IV/3	PS08/01441	1985-12-23T10:58	-72.150	-17.080
Weddell Sea	ANT-IV/3	PS08/01442	1985-12-24T10:55	-71.200	-14.700
Weddell Sea	ANT-IV/3	PS08/01443	1985-12-25T10:59	-69.500	-10.500
Weddell Sea	ANT-IV/3	PS08/01444	1985-12-26T10:52	-69.800	-10.100
Weddell Sea	ANT-IV/3	PS08/01445	1985-12-27T10:54	-70.280	-8.180
Weddell Sea	ANT-IV/3	PS08/01446	1985-12-28T11:03	-68.310	-5.650
Weddell Sea	ANT-IV/3	PS08/01447	1985-12-30T10:46	-70.280	-6.900
Weddell Sea	ANT-IV/3	PS08/01448	1986-01-01T10:56	-70.300	-9.050
Weddell Sea	ANT-IV/3	PS08/01449	1986-01-04T10:09	-70.500	-8.280
Weddell Sea	ANT-IV/3	PS08/01450	1986-01-05T10:52	-70.100	-10.680
Weddell Sea	ANT-IV/3	PS08/01451	1986-01-06T10:49	-71.200	-15.180
Weddell Sea	ANT-IV/3	PS08/01452	1986-01-07T10:53	-72.400	-20.120
Weddell Sea	ANT-IV/3	PS08/01453	1986-01-08T10:47	-73.400	-27.280
Weddell Sea	ANT-IV/3	PS08/01454	1986-01-09T10:54	-74.700	-28.330
Weddell Sea	ANT-IV/3	PS08/01455	1986-01-16T10:56	-77.550	-36.400
Weddell Sea	ANT-IV/3	PS08/01456	1986-01-17T09:46	-75.950	-32.080
Weddell Sea	ANT-IV/3	PS08/01457	1986-01-18T10:57	-74.120	-34.100
Weddell Sea	ANT-IV/3	PS08/01458	1986-01-20T10:54	-72.900	-31.560
Weddell Sea	ANT-IV/3	PS08/01459	1986-01-21T10:56	-73.800	-24.650
Weddell Sea	ANT-IV/3	PS08/01460	1986-01-23T10:45	-70.900	-18.550
Weddell Sea	ANT-IV/3	PS08/01461	1986-01-24T10:20	-70.820	-15.200
Weddell Sea	ANT-IV/3	PS08/01462	1986-01-29T10:50	-68.900	-26.400
Weddell Sea	ANT-IV/3	PS08/01463	1986-01-30T10:51	-70.230	-36.550
Weddell Sea	ANT-IV/3	PS08/01464	1986-01-31T11:06	-71.800	-37.500
Weddell Sea	ANT-IV/3	PS08/01465	1986-02-01T10:46	-73.200	-39.150
Weddell Sea	ANT-IV/3	PS08/01466	1986-02-02T10:42	-73.550	-39.900
Weddell Sea	ANT-IV/3	PS08/01467	1986-02-03T10:38	-74.300	-35.450
Weddell Sea	ANT-IV/3	PS08/01468	1986-02-05T10:43	-74.400	-35.700
Weddell Sea	ANT-IV/3	PS08/01469	1986-02-06T11:04	-74.650	-33.000
Weddell Sea	ANT-IV/3	PS08/01470	1986-02-07T11:02	-75.470	-34.200
Weddell Sea	ANT-IV/3	PS08/01471	1986-02-09T10:44	-77.650	-43.300
Weddell Sea	ANT-IV/3	PS08/01472	1986-02-12T10:47	-76.600	-49.900
Weddell Sea	ANT-IV/3	PS08/01473	1986-02-13T10:42	-76.900	-50.400
Weddell Sea	ANT-IV/3	PS08/01474	1986-02-14T10:49	-76.900	-50.400
Weddell Sea	ANT-IV/3	PS08/01475	1986-02-15T10:54	-76.900	-50.400
Weddell Sea	ANT-IV/3	PS08/01476	1986-02-17T10:46	-77.300	-40.210
Weddell Sea	ANT-IV/3	PS08/01477	1986-02-17T10:53	-76.800	-32.900
Weddell Sea	ANT-IV/3	PS08/01478	1986-02-20T10:54	-70.900	-15.200
Weddell Sea	ANT-IV/3	PS08/01479	1986-02-21T10:38	-70.600	-10.400
Weddell Sea	ANT-IV/3	PS08/01480	1986-02-25T10:42	-69.500	-10.400
Weddell Sea	ANT-IV/3	PS08/01481	1986-02-26T10:48	-70.260	-6.870
Weddell Sea	ANT-IV/3	PS08/01482	1986-02-28T10:59	-70.600	-8.200
Weddell Sea	ANT-IV/3	PS08/01483	1986-03-01T10:50	-70.600	-8.150
Weddell Sea	ANT-IV/3	PS08/01484	1986-03-02T10:34	-70.100	-1.700
Weddell Sea	ANT-IV/3	PS08/01485	1986-03-03T10:46	-68.400	-0.020
South Atlantic Ocean	ANT-IV/3	PS08/01486	1986-03-04T10:39	-65.800	2.600
South Atlantic Ocean	ANT-IV/3	PS08/01487	1986-03-05T10:50	-64.750	1.400
South Atlantic Ocean	ANT-IV/3	PS08/01488	1986-03-06T10:38	-64.200	1.800
South Atlantic Ocean	ANT-IV/3	PS08/01489	1986-03-07T10:34	-59.900	3.600
South Atlantic Ocean	ANT-IV/3	PS08/01490	1986-03-08T10:40	-54.700	4.800
South Atlantic Ocean	ANT-IV/3	PS08/01491	1986-03-09T10:34	-49.350	5.900
South Atlantic Ocean	ANT-IV/4	PS08/01492	1986-03-22T11:05	-47.500	15.300
South Atlantic Ocean	ANT-IV/4	PS08/01493	1986-03-23T10:49	-49.000	15.000
South Atlantic Ocean	ANT-IV/4	PS08/01494	1986-03-24T11:08	-50.700	15.000
South Atlantic Ocean	ANT-IV/4	PS08/01495	1986-03-25T10:59	-52.100	15.900
South Atlantic Ocean	ANT-IV/4	PS08/01496	1986-03-26T11:12	-52.200	14.700
South Atlantic Ocean	ANT-IV/4	PS08/01497	1986-03-27T11:17	-52.200	14.300
South Atlantic Ocean	ANT-IV/4	PS08/01498	1986-03-29T11:13	-52.200	13.150
South Atlantic Ocean	ANT-IV/4	PS08/01499	1986-03-30T10:47	-52.900	12.850
South Atlantic Ocean	ANT-IV/4	PS08/01500	1986-03-31T10:45	-52.750	11.900
South Atlantic Ocean	ANT-IV/4	PS08/01501	1986-04-01T10:46	-54.000	10.700
South Atlantic Ocean	ANT-IV/4	PS08/01502	1986-04-03T10:45	-56.100	9.700
South Atlantic Ocean	ANT-IV/4	PS08/01503	1986-04-04T10:46	-54.700	9.600
South Atlantic Ocean	ANT-IV/4	PS08/01504	1986-04-05T11:04	-58.200	8.400
South Atlantic Ocean	ANT-IV/4	PS08/01505	1986-04-06T11:09	-60.200	7.200
South Atlantic Ocean	ANT-IV/4	PS08/01506	1986-04-07T10:44	-61.800	6.200
South Atlantic Ocean	ANT-IV/4	PS08/01507	1986-04-08T10:46	-64.500	5.500
Lazarer Sea	ANT-IV/4	PS08/01508	1986-04-09T10:44	-67.000	0.500
South Atlantic Ocean	ANT-IV/4	PS08/01509	1986-04-10T10:46	-66.100	0.000
South Atlantic Ocean	ANT-IV/4	PS08/01510	1986-04-12T10:46	-65.000	1.800
South Atlantic Ocean	ANT-IV/4	PS08/01511	1986-04-13T10:45	-63.600	0.400
South Atlantic Ocean	ANT-IV/4	PS08/01512	1986-04-14T10:46	-63.900	0.400
South Atlantic Ocean	ANT-IV/4	PS08/01513	1986-04-15T10:45	-63.800	4.350
South Atlantic Ocean	ANT-IV/4	PS08/01514	1986-04-16T10:45	-64.450	0.500
South Atlantic Ocean	ANT-IV/4	PS08/01515	1986-04-17T11:28	-64.100	1.250
Weddell Sea	ANT-IV/4	PS08/01516	1986-04-18T10:45	-65.000	-0.200
Weddell Sea	ANT-IV/4	PS08/01517	1986-04-19T10:45	-64.600	-7.400
Weddell Sea	ANT-IV/4	PS08/01518	1986-04-20T10:48	-63.800	-16.700
Weddell Sea	ANT-IV/4	PS08/01519	1986-04-21T10:46	-63.100	-26.800
Weddell Sea	ANT-IV/4	PS08/01520	1986-04-22T10:50	-62.410	-34.870
Weddell Sea	ANT-IV/4	PS08/01521	1986-04-24T10:48	-60.800	-45.300
Scotia Sea	ANT-IV/4	PS08/01522	1986-04-25T10:40	-59.700	-49.500
Scotia Sea	ANT-IV/4	PS08/01523	1986-04-26T10:46	-56.960	-57.200
Weddell Sea	ANT-IX/2	PS18/06265	1990-12-12T04:38	-69.900	-15.000
Weddell Sea	ANT-IX/2	PS18/06266	1990-12-12T10:35	-70.100	-14.300
Weddell Sea	ANT-IX/2	PS18/06267	1990-12-12T18:34	-70.300	-13.700
Weddell Sea	ANT-IX/2	PS18/06268	1990-12-13T04:35	-70.400	-13.400
Weddell Sea	ANT-IX/2	PS18/06269	1990-12-13T10:33	-70.500	-13.000
Weddell Sea	ANT-IX/2	PS18/06270	1990-12-14T04:28	-71.000	-12.000
Weddell Sea	ANT-IX/2	PS18/06271	1990-12-14T10:33	-70.500	-12.100
Weddell Sea	ANT-IX/2	PS18/06272	1990-12-15T04:29	-70.700	-12.000
Weddell Sea	ANT-IX/2	PS18/06273	1990-12-15T10:37	-71.000	-11.500
Weddell Sea	ANT-IX/2	PS18/06274	1990-12-16T04:32	-70.800	-12.000
Weddell Sea	ANT-IX/2	PS18/06275	1990-12-16T10:32	-70.500	-11.400
Weddell Sea	ANT-IX/2	PS18/06276	1990-12-17T04:31	-70.500	-8.200
Weddell Sea	ANT-IX/2	PS18/06277	1990-12-17T10:26	-70.300	-8.100
Weddell Sea	ANT-IX/2	PS18/06278	1990-12-18T04:29	-70.500	-8.200
Weddell Sea	ANT-IX/2	PS18/06279	1990-12-18T10:41	-70.500	-8.200
Weddell Sea	ANT-IX/2	PS18/06280	1990-12-19T10:32	-70.100	-6.900
Weddell Sea	ANT-IX/2	PS18/06281	1990-12-20T10:33	-67.400	-3.000
South Atlantic Ocean	ANT-IX/2	PS18/06282	1990-12-21T10:38	-64.400	3.500
South Atlantic Ocean	ANT-IX/2	PS18/06283	1990-12-22T09:22	-60.200	1.200
South Atlantic Ocean	ANT-IX/2	PS18/06284	1990-12-23T10:26	-55.200	-2.600
South Atlantic Ocean	ANT-IX/2	PS18/06285	1990-12-24T10:30	-52.200	1.300
South Atlantic Ocean	ANT-IX/2	PS18/06286	1990-12-25T10:27	-50.100	5.900
South Atlantic Ocean	ANT-IX/2	PS18/06287	1990-12-26T10:35	-46.900	8.500
South Atlantic Ocean	ANT-IX/2	PS18/06288	1990-12-27T10:30	-43.500	11.300
South Atlantic Ocean	ANT-IX/2	PS18/06289	1990-12-28T10:33	-39.700	14.200
Drake Passage	ANT-IX/2	PS18/06227	1990-11-19T10:40	-56.800	-61.800
Scotia Sea	ANT-IX/2	PS18/06228	1990-11-20T10:41	-61.800	-57.200
Scotia Sea	ANT-IX/2	PS18/06229	1990-11-21T10:26	-62.600	-55.200
Weddell Sea	ANT-IX/2	PS18/06230	1990-11-22T10:32	-63.300	-52.100
Weddell Sea	ANT-IX/2	PS18/06231	1990-11-23T10:32	-63.700	-50.900
Weddell Sea	ANT-IX/2	PS18/06232	1990-11-24T10:37	-64.200	-47.600
Weddell Sea	ANT-IX/2	PS18/06233	1990-11-25T10:34	-64.600	-44.200
Weddell Sea	ANT-IX/2	PS18/06234	1990-11-26T10:36	-65.000	-40.700
Weddell Sea	ANT-IX/2	PS18/06235	1990-11-27T05:19	-65.800	-39.900
Weddell Sea	ANT-IX/2	PS18/06236	1990-11-27T10:36	-65.800	-40.400
Weddell Sea	ANT-IX/2	PS18/06237	1990-11-28T05:06	-65.600	-38.100
Weddell Sea	ANT-IX/2	PS18/06238	1990-11-28T10:32	-65.700	-37.700
Weddell Sea	ANT-IX/2	PS18/06239	1990-11-29T04:59	-65.500	-38.200
Weddell Sea	ANT-IX/2	PS18/06240	1990-11-29T10:32	-65.500	-37.200
Weddell Sea	ANT-IX/2	PS18/06241	1990-11-30T05:14	-65.800	-35.000
Weddell Sea	ANT-IX/2	PS18/06242	1990-11-30T10:33	-65.900	-34.300
Weddell Sea	ANT-IX/2	PS18/06243	1990-12-01T04:56	-65.900	-33.600
Weddell Sea	ANT-IX/2	PS18/06244	1990-12-01T10:32	-66.100	-32.800
Weddell Sea	ANT-IX/2	PS18/06245	1990-12-02T04:50	-66.300	-30.500
Weddell Sea	ANT-IX/2	PS18/06246	1990-12-02T10:34	-66.300	-30.300
Weddell Sea	ANT-IX/2	PS18/06247	1990-12-03T04:50	-66.600	-27.300
Weddell Sea	ANT-IX/2	PS18/06248	1990-12-03T10:33	-66.600	-27.100
Weddell Sea	ANT-IX/2	PS18/06249	1990-12-04T04:50	-66.000	-28.000
Weddell Sea	ANT-IX/2	PS18/06250	1990-12-04T11:01	-65.500	-28.800
Weddell Sea	ANT-IX/2	PS18/06251	1990-12-05T04:46	-65.600	-29.900
Weddell Sea	ANT-IX/2	PS18/06252	1990-12-05T10:30	-65.900	-30.100
Weddell Sea	ANT-IX/2	PS18/06253	1990-12-06T04:43	-67.100	-30.900
Weddell Sea	ANT-IX/2	PS18/06254	1990-12-06T10:31	-67.500	-31.100
Weddell Sea	ANT-IX/2	PS18/06255	1990-12-07T04:39	-67.000	-27.600
Weddell Sea	ANT-IX/2	PS18/06256	1990-12-07T10:30	-66.800	-26.400
Weddell Sea	ANT-IX/2	PS18/06257	1990-12-08T04:40	-67.100	-24.200
Weddell Sea	ANT-IX/2	PS18/06258	1990-12-08T10:30	-67.300	-23.700
Weddell Sea	ANT-IX/2	PS18/06259	1990-12-09T04:41	-67.700	-21.600
Weddell Sea	ANT-IX/2	PS18/06260	1990-12-09T10:30	-67.800	-20.800
Weddell Sea	ANT-IX/2	PS18/06261	1990-12-10T04:39	-68.300	-18.700
Weddell Sea	ANT-IX/2	PS18/06262	1990-12-10T10:48	-68.800	-18.100
Weddell Sea	ANT-IX/2	PS18/06263	1990-12-11T04:37	-69.400	-16.300
Weddell Sea	ANT-IX/2	PS18/06264	1990-12-11T10:33	-69.700	-15.700
South Atlantic Ocean	ANT-IX/3	PS18/06290	1991-01-04T10:33	-37.500	16.400
South Atlantic Ocean	ANT-IX/3	PS18/06291	1991-01-05T10:33	-41.600	13.700
South Atlantic Ocean	ANT-IX/3	PS18/06292	1991-01-06T10:35	-45.500	11.000
South Atlantic Ocean	ANT-IX/3	PS18/06293	1991-01-07T10:31	-49.400	8.100
South Atlantic Ocean	ANT-IX/3	PS18/06294	1991-01-08T10:37	-53.300	5.100
South Atlantic Ocean	ANT-IX/3	PS18/06295	1991-01-09T10:32	-57.800	4.000
South Atlantic Ocean	ANT-IX/3	PS18/06296	1991-01-10T10:31	-61.200	2.900
South Atlantic Ocean	ANT-IX/3	PS18/06297	1991-01-11T10:33	-64.900	2.700
Weddell Sea	ANT-IX/3	PS18/06298	1991-01-12T10:28	-67.600	-1.300
Weddell Sea	ANT-IX/3	PS18/06299	1991-01-13T05:27	-69.200	-5.200
Weddell Sea	ANT-IX/3	PS18/06300	1991-01-13T10:37	-69.600	-6.000
Weddell Sea	ANT-IX/3	PS18/06301	1991-01-14T10:33	-70.600	-8.100
Weddell Sea	ANT-IX/3	PS18/06302	1991-01-15T10:33	-71.100	-11.800
Weddell Sea	ANT-IX/3	PS18/06303	1991-01-16T10:33	-70.900	-10.700
Weddell Sea	ANT-IX/3	PS18/06304	1991-01-17T10:37	-71.500	-12.500
Weddell Sea	ANT-IX/3	PS18/06305	1991-01-18T05:32	-72.000	-14.200
Weddell Sea	ANT-IX/3	PS18/06306	1991-01-18T10:33	-72.000	-13.700
Weddell Sea	ANT-IX/3	PS18/06307	1991-01-19T10:33	-73.700	-21.000
Weddell Sea	ANT-IX/3	PS18/06308	1991-01-20T10:34	-75.500	-26.700
Weddell Sea	ANT-IX/3	PS18/06309	1991-01-21T05:36	-76.300	-29.900
Weddell Sea	ANT-IX/3	PS18/06310	1991-01-21T10:33	-76.400	-30.100
Weddell Sea	ANT-IX/3	PS18/06311	1991-01-22T10:35	-76.400	-30.300
Weddell Sea	ANT-IX/3	PS18/06312	1991-01-23T10:33	-76.400	-30.400
Weddell Sea	ANT-IX/3	PS18/06313	1991-01-24T10:33	-76.400	-30.500
Weddell Sea	ANT-IX/3	PS18/06314	1991-01-25T10:33	-76.500	-30.700
Weddell Sea	ANT-IX/3	PS18/06315	1991-01-26T05:34	-76.500	-30.800
Weddell Sea	ANT-IX/3	PS18/06316	1991-01-26T10:34	-76.500	-30.800
Weddell Sea	ANT-IX/3	PS18/06317	1991-01-27T05:37	-76.600	-31.300
Weddell Sea	ANT-IX/3	PS18/06318	1991-01-27T10:36	-76.600	-31.300
Weddell Sea	ANT-IX/3	PS18/06319	1991-01-28T10:33	-76.600	-31.300
