Area	Campaign	Event label	Date/Time	Latitude	Longitude
Weddell Sea	ANT-VIII/2	PS16/04546	1989-10-10T05:38	-70.570	-11.320
Weddell Sea	ANT-VIII/2	PS16/04547	1989-10-09T23:36	-70.750	-10.580
Weddell Sea	ANT-VIII/2	PS16/04548	1989-10-09T10:32	-70.650	-9.980
Weddell Sea	ANT-VIII/2	PS16/04549	1989-10-09T05:40	-70.600	-10.200
Weddell Sea	ANT-VIII/2	PS16/04550	1989-10-08T21:59	-70.960	-10.890
Weddell Sea	ANT-VIII/2	PS16/04551	1989-10-08T10:31	-70.980	-12.180
Weddell Sea	ANT-VIII/2	PS16/04552	1989-10-06T16:21	-70.380	-13.480
Weddell Sea	ANT-VIII/2	PS16/04553	1989-10-06T10:31	-70.220	-13.880
Weddell Sea	ANT-VIII/2	PS16/04554	1989-10-06T06:23	-70.020	-14.700
Weddell Sea	ANT-VIII/2	PS16/04555	1989-10-05T22:06	-69.660	-15.640
Weddell Sea	ANT-VIII/2	PS16/04556	1989-10-05T16:20	-69.640	-15.700
Weddell Sea	ANT-VIII/2	PS16/04557	1989-10-05T10:30	-69.330	-16.200
Weddell Sea	ANT-VIII/2	PS16/04558	1989-10-05T05:46	-69.180	-16.820
Weddell Sea	ANT-VIII/2	PS16/04559	1989-10-04T22:04	-68.840	-17.930
Weddell Sea	ANT-VIII/2	PS16/04560	1989-10-04T17:23	-68.660	-18.090
Weddell Sea	ANT-VIII/2	PS16/04561	1989-10-04T10:30	-68.380	-18.750
Weddell Sea	ANT-VIII/2	PS16/04562	1989-10-04T05:53	-68.200	-19.520
Weddell Sea	ANT-VIII/2	PS16/04563	1989-10-03T22:24	-68.020	-20.330
Weddell Sea	ANT-VIII/2	PS16/04564	1989-10-03T16:17	-67.800	-21.270
Weddell Sea	ANT-VIII/2	PS16/04565	1989-10-03T10:30	-67.770	-21.830
Weddell Sea	ANT-VIII/2	PS16/04566	1989-10-03T06:25	-67.630	-22.200
Weddell Sea	ANT-VIII/2	PS16/04567	1989-10-02T16:45	-67.420	-23.700
Weddell Sea	ANT-VIII/2	PS16/04568	1989-10-02T10:30	-67.300	-24.500
Weddell Sea	ANT-VIII/2	PS16/04569	1989-10-02T05:49	-67.220	-24.830
Weddell Sea	ANT-VIII/2	PS16/04570	1989-10-01T22:30	-67.030	-25.860
Weddell Sea	ANT-VIII/2	PS16/04571	1989-10-01T16:08	-66.880	-26.510
Weddell Sea	ANT-VIII/2	PS16/04572	1989-10-01T10:31	-66.620	-27.120
Weddell Sea	ANT-VIII/2	PS16/04573	1989-10-01T05:47	-66.630	-27.150
Weddell Sea	ANT-VIII/2	PS16/04574	1989-09-30T22:24	-66.670	-27.210
Weddell Sea	ANT-VIII/2	PS16/04575	1989-09-30T16:38	-66.720	-27.260
Weddell Sea	ANT-VIII/2	PS16/04576	1989-09-30T10:30	-66.780	-27.320
Weddell Sea	ANT-VIII/2	PS16/04577	1989-09-30T05:44	-66.800	-27.380
Weddell Sea	ANT-VIII/2	PS16/04578	1989-09-29T22:43	-66.810	-27.550
Weddell Sea	ANT-VIII/2	PS16/04579	1989-09-29T16:21	-66.800	-27.590
Weddell Sea	ANT-VIII/2	PS16/04580	1989-09-29T10:30	-66.850	-27.630
Weddell Sea	ANT-VIII/2	PS16/04581	1989-09-29T05:43	-66.870	-27.650
Weddell Sea	ANT-VIII/2	PS16/04582	1989-09-28T22:31	-66.900	-27.650
Weddell Sea	ANT-VIII/2	PS16/04583	1989-09-28T16:23	-66.950	-27.730
Weddell Sea	ANT-VIII/2	PS16/04584	1989-09-28T10:30	-66.970	-27.800
Weddell Sea	ANT-VIII/2	PS16/04585	1989-09-27T16:21	-67.030	-28.050
Weddell Sea	ANT-VIII/2	PS16/04586	1989-09-27T10:30	-66.900	-29.230
Weddell Sea	ANT-VIII/2	PS16/04587	1989-09-27T04:54	-66.850	-29.970
Weddell Sea	ANT-VIII/2	PS16/04588	1989-09-26T22:12	-66.660	-30.930
Weddell Sea	ANT-VIII/2	PS16/04589	1989-09-26T17:26	-66.590	-31.450
Weddell Sea	ANT-VIII/2	PS16/04590	1989-09-26T10:30	-66.580	-32.220
Weddell Sea	ANT-VIII/2	PS16/04591	1989-09-26T05:52	-66.520	-32.840
Weddell Sea	ANT-VIII/2	PS16/04592	1989-09-25T22:07	-66.520	-33.460
Weddell Sea	ANT-VIII/2	PS16/04593	1989-09-25T10:30	-66.320	-34.550
Weddell Sea	ANT-VIII/2	PS16/04594	1989-09-25T04:06	-66.030	-35.060
Weddell Sea	ANT-VIII/2	PS16/04595	1989-09-24T22:21	-65.770	-35.830
Weddell Sea	ANT-VIII/2	PS16/04596	1989-09-24T16:40	-65.620	-36.520
Weddell Sea	ANT-VIII/2	PS16/04597	1989-09-24T10:31	-65.670	-36.530
Weddell Sea	ANT-VIII/2	PS16/04598	1989-09-24T05:52	-65.660	-36.840
Weddell Sea	ANT-VIII/2	PS16/04599	1989-09-23T22:32	-65.640	-38.010
Weddell Sea	ANT-VIII/2	PS16/04600	1989-09-23T10:30	-65.630	-39.270
Weddell Sea	ANT-VIII/2	PS16/04601	1989-09-22T23:04	-65.500	-39.830
Weddell Sea	ANT-VIII/2	PS16/04602	1989-09-22T10:30	-65.200	-41.370
Weddell Sea	ANT-VIII/2	PS16/04603	1989-09-22T05:21	-65.210	-41.520
Weddell Sea	ANT-VIII/2	PS16/04604	1989-09-21T23:01	-64.950	-42.530
Weddell Sea	ANT-VIII/2	PS16/04605	1989-09-21T16:13	-64.700	-43.450
Weddell Sea	ANT-VIII/2	PS16/04606	1989-09-21T10:51	-64.670	-43.500
Weddell Sea	ANT-VIII/2	PS16/04607	1989-09-21T05:35	-64.620	-43.500
Weddell Sea	ANT-VIII/2	PS16/04608	1989-09-20T22:06	-64.630	-43.540
Weddell Sea	ANT-VIII/2	PS16/04609	1989-09-20T16:31	-64.650	-43.620
Weddell Sea	ANT-VIII/2	PS16/04610	1989-09-20T04:26	-64.720	-43.680
Weddell Sea	ANT-VIII/2	PS16/04611	1989-09-19T22:11	-64.750	-43.700
Weddell Sea	ANT-VIII/2	PS16/04612	1989-09-19T16:10	-64.750	-43.760
Weddell Sea	ANT-VIII/2	PS16/04613	1989-09-19T10:20	-64.700	-43.830
Weddell Sea	ANT-VIII/2	PS16/04614	1989-09-19T04:10	-64.690	-43.880
Weddell Sea	ANT-VIII/2	PS16/04615	1989-09-18T22:49	-64.680	-43.940
Weddell Sea	ANT-VIII/2	PS16/04616	1989-09-18T16:25	-64.670	-44.120
Weddell Sea	ANT-VIII/2	PS16/04617	1989-09-18T10:30	-64.670	-44.120
Weddell Sea	ANT-VIII/2	PS16/04618	1989-09-18T04:27	-64.640	-44.160
Weddell Sea	ANT-VIII/2	PS16/04619	1989-09-17T22:22	-64.630	-44.210
Weddell Sea	ANT-VIII/2	PS16/04620	1989-09-17T11:03	-64.720	-44.400
Weddell Sea	ANT-VIII/2	PS16/04621	1989-09-16T22:32	-64.480	-45.520
Weddell Sea	ANT-VIII/2	PS16/04622	1989-09-16T10:30	-64.320	-46.700
Weddell Sea	ANT-VIII/2	PS16/04623	1989-09-15T21:55	-64.010	-47.900
Weddell Sea	ANT-VIII/2	PS16/04624	1989-09-15T10:30	-64.070	-48.520
Weddell Sea	ANT-VIII/2	PS16/04625	1989-09-14T22:30	-63.880	-49.950
Weddell Sea	ANT-VIII/2	PS16/04626	1989-09-14T10:29	-63.770	-50.900
Weddell Sea	ANT-VIII/2	PS16/04627	1989-09-13T22:14	-63.490	-51.400
Weddell Sea	ANT-VIII/2	PS16/04628	1989-09-13T16:26	-63.490	-51.710
Weddell Sea	ANT-VIII/2	PS16/04629	1989-09-13T10:29	-63.500	-52.150
Weddell Sea	ANT-VIII/2	PS16/04630	1989-09-12T22:32	-63.040	-52.930
Weddell Sea	ANT-VIII/2	PS16/04631	1989-09-12T16:28	-63.290	-53.230
Weddell Sea	ANT-VIII/2	PS16/04632	1989-09-12T10:31	-63.130	-54.170
Scotia Sea	ANT-VIII/2	PS16/04633	1989-09-12T04:54	-62.750	-55.200
Scotia Sea	ANT-VIII/2	PS16/04634	1989-09-11T22:29	-62.310	-56.230
Scotia Sea	ANT-VIII/2	PS16/04635	1989-09-11T16:11	-62.000	-57.000
Scotia Sea	ANT-VIII/2	PS16/04636	1989-09-11T10:37	-62.130	-57.500
Scotia Sea	ANT-VIII/2	PS16/04637	1989-09-11T04:43	-61.150	-58.180
Scotia Sea	ANT-VIII/2	PS16/04638	1989-09-10T22:21	-60.010	-58.950
Scotia Sea	ANT-VIII/2	PS16/04639	1989-09-10T16:27	-59.400	-59.270
Scotia Sea	ANT-VIII/2	PS16/04640	1989-09-10T10:43	-58.400	-59.570
Scotia Sea	ANT-VIII/2	PS16/04641	1989-09-10T04:54	-57.420	-59.930
Scotia Sea	ANT-VIII/2	PS16/04642	1989-09-09T22:22	-56.000	-60.400
South Atlantic Ocean	ANT-VIII/2	PS16/04643	1989-09-09T16:17	-54.730	-60.760
South Atlantic Ocean	ANT-VIII/2	PS16/04644	1989-09-09T10:30	-53.630	-61.120
South Atlantic Ocean	ANT-VIII/2	PS16/04645	1989-09-09T04:38	-52.360	-61.500
South Atlantic Ocean	ANT-VIII/2	PS16/04646	1989-09-08T22:49	-51.150	-61.900
South Atlantic Ocean	ANT-VIII/2	PS16/04647	1989-09-08T16:18	-49.900	-62.200
South Atlantic Ocean	ANT-VIII/2	PS16/04648	1989-09-08T09:40	-48.770	-62.450
South Atlantic Ocean	ANT-VIII/2	PS16/04649	1989-09-07T21:58	-46.500	-63.280
South Atlantic Ocean	ANT-VIII/2	PS16/04650	1989-10-28T10:45	-39.450	15.520
South Atlantic Ocean	ANT-VIII/2	PS16/04651	1989-10-27T22:09	-41.490	14.430
South Atlantic Ocean	ANT-VIII/2	PS16/04652	1989-10-27T10:31	-43.700	13.230
South Atlantic Ocean	ANT-VIII/2	PS16/04653	1989-10-26T22:48	-45.850	12.100
South Atlantic Ocean	ANT-VIII/2	PS16/04654	1989-10-26T10:31	-48.050	10.770
Drake Passage	ANT-XIV/3	PS43/15838	1997-01-06T10:15	-55.050	-62.530
Scotia Sea	ANT-XIV/3	PS43/15839	1997-01-07T10:16	-56.980	-56.050
Scotia Sea	ANT-XIV/3	PS43/15840	1997-01-08T10:17	-58.030	-49.750
Scotia Sea	ANT-XIV/3	PS43/15841	1997-01-09T10:12	-59.300	-43.770
Weddell Sea	ANT-XIV/3	PS43/15842	1997-01-10T10:24	-60.480	-37.900
Weddell Sea	ANT-XIV/3	PS43/15843	1997-01-11T10:12	-61.650	-31.870
Weddell Sea	ANT-XIV/3	PS43/15844	1997-01-12T10:10	-63.970	-25.680
Weddell Sea	ANT-XIV/3	PS43/15845	1997-01-13T10:07	-66.530	-19.550
Weddell Sea	ANT-XIV/3	PS43/15846	1997-01-14T10:13	-69.200	-13.300
Weddell Sea	ANT-XIV/3	PS43/15847	1997-01-15T06:12	-70.330	-9.650
Weddell Sea	ANT-XIV/3	PS43/15848	1997-01-15T10:04	-70.480	-8.300
Weddell Sea	ANT-XIV/3	PS43/15849	1997-01-16T06:01	-70.550	-8.150
Weddell Sea	ANT-XIV/3	PS43/15850	1997-01-16T10:02	-70.550	-8.150
Weddell Sea	ANT-XIV/3	PS43/15851	1997-01-17T10:03	-70.880	-10.120
Weddell Sea	ANT-XIV/3	PS43/15852	1997-01-18T06:40	-72.520	-17.750
Weddell Sea	ANT-XIV/3	PS43/15853	1997-01-18T10:02	-72.680	-19.250
Weddell Sea	ANT-XIV/3	PS43/15854	1997-01-19T06:20	-73.920	-24.130
Weddell Sea	ANT-XIV/3	PS43/15855	1997-01-19T10:03	-74.070	-25.100
Weddell Sea	ANT-XIV/3	PS43/15856	1997-01-20T06:23	-74.430	-26.530
Weddell Sea	ANT-XIV/3	PS43/15857	1997-01-20T10:00	-74.430	-26.530
Weddell Sea	ANT-XIV/3	PS43/15858	1997-01-21T06:07	-73.520	-25.120
Weddell Sea	ANT-XIV/3	PS43/15859	1997-01-21T10:07	-73.300	-24.670
Weddell Sea	ANT-XIV/3	PS43/15860	1997-01-22T06:22	-72.600	-29.270
Weddell Sea	ANT-XIV/3	PS43/15861	1997-01-22T10:05	-72.600	-30.620
Weddell Sea	ANT-XIV/3	PS43/15862	1997-01-23T06:27	-74.070	-32.930
Weddell Sea	ANT-XIV/3	PS43/15863	1997-01-23T10:03	-74.080	-33.000
Weddell Sea	ANT-XIV/3	PS43/15864	1997-01-24T06:22	-74.100	-33.230
Weddell Sea	ANT-XIV/3	PS43/15865	1997-01-24T10:02	-74.100	-33.270
Weddell Sea	ANT-XIV/3	PS43/15866	1997-01-25T06:25	-73.380	-35.600
Weddell Sea	ANT-XIV/3	PS43/15867	1997-01-25T09:57	-73.470	-36.480
Weddell Sea	ANT-XIV/3	PS43/15868	1997-01-26T06:23	-74.030	-38.880
Weddell Sea	ANT-XIV/3	PS43/15869	1997-01-26T09:59	-74.100	-39.170
Weddell Sea	ANT-XIV/3	PS43/15870	1997-01-27T06:24	-73.850	-38.320
Weddell Sea	ANT-XIV/3	PS43/15871	1997-01-27T10:02	-73.820	-38.200
Weddell Sea	ANT-XIV/3	PS43/15872	1997-01-28T06:24	-73.380	-35.880
Weddell Sea	ANT-XIV/3	PS43/15873	1997-01-28T10:06	-73.250	-34.700
Weddell Sea	ANT-XIV/3	PS43/15874	1997-01-29T06:23	-72.250	-27.180
Weddell Sea	ANT-XIV/3	PS43/15875	1997-01-29T10:00	-72.120	-25.700
Weddell Sea	ANT-XIV/3	PS43/15876	1997-01-30T10:04	-70.750	-17.520
Weddell Sea	ANT-XIV/3	PS43/15877	1997-01-31T06:08	-70.480	-8.980
Weddell Sea	ANT-XIV/3	PS43/15878	1997-01-31T10:01	-70.580	-8.150
Weddell Sea	ANT-XIV/3	PS43/15879	1997-02-01T06:33	-70.600	-10.800
Weddell Sea	ANT-XIV/3	PS43/15880	1997-02-01T10:02	-70.650	-11.550
Weddell Sea	ANT-XIV/3	PS43/15881	1997-02-02T09:58	-69.850	-13.350
Weddell Sea	ANT-XIV/3	PS43/15882	1997-02-03T10:05	-68.580	-15.730
Weddell Sea	ANT-XIV/3	PS43/15883	1997-02-04T10:03	-67.700	-19.870
Weddell Sea	ANT-XIV/3	PS43/15884	1997-02-05T06:13	-68.100	-24.450
Weddell Sea	ANT-XIV/3	PS43/15885	1997-02-05T10:04	-68.250	-25.000
Weddell Sea	ANT-XIV/3	PS43/15886	1997-02-06T06:11	-70.180	-25.000
Weddell Sea	ANT-XIV/3	PS43/15887	1997-02-06T10:04	-70.530	-25.000
Weddell Sea	ANT-XIV/3	PS43/15888	1997-02-07T06:11	-71.530	-25.230
Weddell Sea	ANT-XIV/3	PS43/15889	1997-02-07T10:02	-71.500	-25.050
Weddell Sea	ANT-XIV/3	PS43/15890	1997-02-08T06:11	-69.670	-24.050
Weddell Sea	ANT-XIV/3	PS43/15891	1997-02-08T10:09	-69.150	-23.500
Weddell Sea	ANT-XIV/3	PS43/15892	1997-02-09T10:04	-68.580	-24.200
Weddell Sea	ANT-XIV/3	PS43/15893	1997-02-10T10:01	-68.380	-26.070
Weddell Sea	ANT-XIV/3	PS43/15894	1997-02-11T06:07	-68.020	-30.370
Weddell Sea	ANT-XIV/3	PS43/15895	1997-02-11T10:03	-68.030	-31.370
Weddell Sea	ANT-XIV/3	PS43/15896	1997-02-12T10:00	-68.900	-36.380
Weddell Sea	ANT-XIV/3	PS43/15897	1997-02-13T10:13	-68.270	-37.170
Weddell Sea	ANT-XIV/3	PS43/15898	1997-02-14T06:10	-68.930	-40.680
Weddell Sea	ANT-XIV/3	PS43/15899	1997-02-14T10:06	-69.050	-41.380
Weddell Sea	ANT-XIV/3	PS43/15900	1997-02-15T06:12	-67.920	-45.250
Weddell Sea	ANT-XIV/3	PS43/15901	1997-02-15T10:03	-67.900	-45.220
Weddell Sea	ANT-XIV/3	PS43/15902	1997-02-16T06:23	-68.020	-49.000
Weddell Sea	ANT-XIV/3	PS43/15903	1997-02-16T10:02	-68.030	-49.970
Weddell Sea	ANT-XIV/3	PS43/15904	1997-02-17T06:10	-66.630	-50.000
Weddell Sea	ANT-XIV/3	PS43/15905	1997-02-17T09:59	-66.320	-50.150
Weddell Sea	ANT-XIV/3	PS43/15906	1997-02-18T06:06	-65.950	-53.950
Weddell Sea	ANT-XIV/3	PS43/15907	1997-02-18T09:59	-65.870	-54.720
Weddell Sea	ANT-XIV/3	PS43/15908	1997-02-19T06:06	-65.850	-53.900
Weddell Sea	ANT-XIV/3	PS43/15909	1997-02-19T10:02	-65.980	-53.730
Weddell Sea	ANT-XIV/3	PS43/15910	1997-02-20T06:11	-66.100	-52.250
Weddell Sea	ANT-XIV/3	PS43/15911	1997-02-20T10:02	-66.120	-51.970
Weddell Sea	ANT-XIV/3	PS43/15912	1997-02-21T06:11	-66.620	-50.030
Weddell Sea	ANT-XIV/3	PS43/15913	1997-02-21T10:04	-66.770	-49.930
Weddell Sea	ANT-XIV/3	PS43/15914	1997-02-22T06:14	-67.820	-46.000
Weddell Sea	ANT-XIV/3	PS43/15915	1997-02-22T10:02	-67.950	-45.150
Weddell Sea	ANT-XIV/3	PS43/15916	1997-02-23T06:06	-68.770	-44.530
Weddell Sea	ANT-XIV/3	PS43/15917	1997-02-23T10:03	-68.750	-44.600
Weddell Sea	ANT-XIV/3	PS43/15918	1997-02-24T06:08	-69.000	-42.050
Weddell Sea	ANT-XIV/3	PS43/15919	1997-02-24T10:04	-69.270	-41.480
Weddell Sea	ANT-XIV/3	PS43/15920	1997-02-25T06:08	-71.000	-39.970
Weddell Sea	ANT-XIV/3	PS43/15921	1997-02-25T10:01	-71.220	-39.380
Weddell Sea	ANT-XIV/3	PS43/15922	1997-02-26T06:37	-72.230	-36.070
Weddell Sea	ANT-XIV/3	PS43/15923	1997-02-26T10:04	-72.450	-35.600
Weddell Sea	ANT-XIV/3	PS43/15924	1997-02-27T06:10	-72.450	-33.130
Weddell Sea	ANT-XIV/3	PS43/15925	1997-02-27T10:02	-72.500	-33.830
Weddell Sea	ANT-XIV/3	PS43/15926	1997-02-28T06:02	-72.350	-33.550
Weddell Sea	ANT-XIV/3	PS43/15927	1997-02-28T10:02	-72.250	-33.150
Weddell Sea	ANT-XIV/3	PS43/15928	1997-03-01T06:04	-72.000	-29.370
Weddell Sea	ANT-XIV/3	PS43/15929	1997-03-01T10:13	-72.030	-27.850
Weddell Sea	ANT-XIV/3	PS43/15930	1997-03-02T06:12	-71.870	-20.820
Weddell Sea	ANT-XIV/3	PS43/15931	1997-03-02T10:01	-71.870	-19.650
Weddell Sea	ANT-XIV/3	PS43/15932	1997-03-03T06:07	-71.950	-17.350
Weddell Sea	ANT-XIV/3	PS43/15933	1997-03-03T10:03	-71.800	-16.600
Weddell Sea	ANT-XIV/3	PS43/15934	1997-03-04T06:02	-70.670	-13.020
Weddell Sea	ANT-XIV/3	PS43/15935	1997-03-04T10:02	-70.450	-12.230
Weddell Sea	ANT-XIV/3	PS43/15936	1997-03-05T06:06	-70.220	-8.720
Weddell Sea	ANT-XIV/3	PS43/15937	1997-03-05T09:58	-70.520	-8.130
Weddell Sea	ANT-XIV/3	PS43/15938	1997-03-05T13:10	-70.580	-8.150
Weddell Sea	ANT-XIV/3	PS43/15939	1997-03-05T16:34	-70.580	-8.150
Weddell Sea	ANT-XIV/3	PS43/15940	1997-03-05T21:56	-70.580	-8.150
Weddell Sea	ANT-XIV/3	PS43/15941	1997-03-06T06:06	-70.580	-8.130
Weddell Sea	ANT-XIV/3	PS43/15942	1997-03-06T09:59	-70.580	-8.130
Weddell Sea	ANT-XIV/3	PS43/15943	1997-03-07T10:03	-68.180	-4.270
South Atlantic Ocean	ANT-XIV/3	PS43/15944	1997-03-08T09:58	-64.430	1.000
Weddell Sea	ANT-XIV/3	PS43/15945	1997-03-09T10:00	-62.000	-0.420
South Atlantic Ocean	ANT-XIV/3	PS43/15946	1997-03-10T10:00	-59.380	-1.880
South Atlantic Ocean	ANT-XIV/3	PS43/15947	1997-03-11T10:04	-55.370	0.900
South Atlantic Ocean	ANT-XIV/3	PS43/15948	1997-03-12T10:02	-51.420	3.400
South Atlantic Ocean	ANT-XIV/3	PS43/15949	1997-03-13T10:01	-47.350	5.720
South Atlantic Ocean	ANT-XIV/3	PS43/15950	1997-03-14T10:00	-44.280	7.720
South Atlantic Ocean	ANT-XIV/3	PS43/15951	1997-03-15T09:58	-40.950	9.880
South Atlantic Ocean	ANT-XIV/3	PS43/15952	1997-03-15T22:00	-40.000	11.070
South Atlantic Ocean	ANT-XIV/3	PS43/15953	1997-03-16T10:01	-39.130	12.130
South Atlantic Ocean	ANT-XIV/3	PS43/15954	1997-03-16T18:55	-38.600	12.800
South Atlantic Ocean	ANT-XIV/3	PS43/15955	1997-03-17T09:58	-37.350	14.300
South Atlantic Ocean	ANT-XIV/3	PS43/15956	1997-03-17T17:44	-36.880	14.870
Indian Ocean	ANT-XIII/4	PS40/14762	1996-03-19T09:53	-40.130	23.500
Indian Ocean	ANT-XIII/4	PS40/14763	1996-03-20T09:54	-43.430	26.550
Indian Ocean	ANT-XIII/4	PS40/14764	1996-03-21T09:54	-46.700	30.170
Indian Ocean	ANT-XIII/4	PS40/14765	1996-03-22T09:53	-50.500	34.580
Indian Ocean	ANT-XIII/4	PS40/14766	1996-03-23T09:54	-54.000	38.750
Indian Ocean	ANT-XIII/4	PS40/14767	1996-03-24T09:55	-54.130	36.830
Indian Ocean	ANT-XIII/4	PS40/14768	1996-03-25T09:53	-54.000	32.500
Indian Ocean	ANT-XIII/4	PS40/14769	1996-03-26T09:52	-54.000	29.100
Indian Ocean	ANT-XIII/4	PS40/14770	1996-03-27T09:53	-54.000	29.480
Indian Ocean	ANT-XIII/4	PS40/14771	1996-03-28T09:55	-54.400	24.600
Indian Ocean	ANT-XIII/4	PS40/14772	1996-03-29T09:55	-56.230	22.230
South Atlantic Ocean	ANT-XIII/4	PS40/14773	1996-03-30T09:55	-57.180	19.150
South Atlantic Ocean	ANT-XIII/4	PS40/14774	1996-03-31T09:56	-57.530	15.370
South Atlantic Ocean	ANT-XIII/4	PS40/14775	1996-04-01T10:06	-57.880	11.580
South Atlantic Ocean	ANT-XIII/4	PS40/14776	1996-04-02T10:06	-58.180	8.300
South Atlantic Ocean	ANT-XIII/4	PS40/14777	1996-04-03T09:56	-58.500	4.930
South Atlantic Ocean	ANT-XIII/4	PS40/14778	1996-04-04T04:02	-58.830	1.320
South Atlantic Ocean	ANT-XIII/4	PS40/14779	1996-04-04T09:54	-59.000	0.000
South Atlantic Ocean	ANT-XIII/4	PS40/14780	1996-04-05T09:51	-59.470	-3.200
South Atlantic Ocean	ANT-XIII/4	PS40/14781	1996-04-06T09:56	-56.830	-3.220
South Atlantic Ocean	ANT-XIII/4	PS40/14782	1996-04-07T04:55	-54.380	-3.300
South Atlantic Ocean	ANT-XIII/4	PS40/14783	1996-04-07T09:50	-54.330	-3.280
South Atlantic Ocean	ANT-XIII/4	PS40/14784	1996-04-08T09:39	-51.970	2.070
South Atlantic Ocean	ANT-XIII/4	PS40/14785	1996-04-09T03:54	-50.320	5.580
South Atlantic Ocean	ANT-XIII/4	PS40/14786	1996-04-10T03:53	-50.080	5.850
South Atlantic Ocean	ANT-XIII/4	PS40/14787	1996-04-10T09:52	-50.070	5.880
South Atlantic Ocean	ANT-XIII/4	PS40/14788	1996-04-11T09:47	-51.920	3.800
South Atlantic Ocean	ANT-XIII/4	PS40/14789	1996-04-12T09:53	-55.000	-0.020
South Atlantic Ocean	ANT-XIII/4	PS40/14790	1996-04-14T09:48	-57.950	-0.020
Weddell Sea	ANT-XIII/4	PS40/14791	1996-04-15T09:48	-59.800	-0.020
Weddell Sea	ANT-XIII/4	PS40/14792	1996-04-16T09:54	-61.500	-0.020
Weddell Sea	ANT-XIII/4	PS40/14793	1996-04-17T09:56	-63.520	-0.020
Weddell Sea	ANT-XIII/4	PS40/14794	1996-04-18T09:47	-63.970	-0.030
Weddell Sea	ANT-XIII/4	PS40/14795	1996-04-19T09:46	-65.600	-0.020
Weddell Sea	ANT-XIII/4	PS40/14796	1996-04-20T09:48	-66.480	-0.070
Weddell Sea	ANT-XIII/4	PS40/14797	1996-04-21T09:30	-68.000	-0.100
Weddell Sea	ANT-XIII/4	PS40/14798	1996-04-22T09:52	-69.000	-0.020
Weddell Sea	ANT-XIII/4	PS40/14799	1996-04-23T03:55	-69.570	-0.500
Weddell Sea	ANT-XIII/4	PS40/14800	1996-04-23T09:50	-69.500	-1.870
Weddell Sea	ANT-XIII/4	PS40/14801	1996-04-24T03:51	-70.450	-8.250
Weddell Sea	ANT-XIII/4	PS40/14802	1996-04-24T09:56	-70.430	-8.420
Weddell Sea	ANT-XIII/4	PS40/14803	1996-04-25T09:56	-70.980	-11.730
Weddell Sea	ANT-XIII/4	PS40/14804	1996-04-26T09:53	-70.330	-13.620
Weddell Sea	ANT-XIII/4	PS40/14805	1996-04-27T09:52	-69.630	-15.630
Weddell Sea	ANT-XIII/4	PS40/14806	1996-04-28T09:52	-68.420	-18.920
Weddell Sea	ANT-XIII/4	PS40/14807	1996-04-29T09:59	-67.380	-23.280
Weddell Sea	ANT-XIII/4	PS40/14808	1996-04-30T09:47	-66.600	-27.150
Weddell Sea	ANT-XIII/4	PS40/14809	1996-05-01T09:53	-66.130	-31.570
Weddell Sea	ANT-XIII/4	PS40/14810	1996-05-02T09:48	-65.800	-34.950
Weddell Sea	ANT-XIII/4	PS40/14811	1996-05-03T09:55	-65.430	-38.070
Weddell Sea	ANT-XIII/4	PS40/14812	1996-05-04T09:48	-64.970	-41.370
Weddell Sea	ANT-XIII/4	PS40/14813	1996-05-05T09:49	-64.580	-44.100
Weddell Sea	ANT-XIII/4	PS40/14814	1996-05-06T09:48	-64.030	-48.420
Weddell Sea	ANT-XIII/4	PS40/14815	1996-05-07T09:49	-63.730	-50.770
Weddell Sea	ANT-XIII/4	PS40/14816	1996-05-08T09:49	-63.580	-51.600
Weddell Sea	ANT-XIII/4	PS40/14817	1996-05-08T21:47	-63.330	-52.780
Weddell Sea	ANT-XIII/4	PS40/14818	1996-05-09T09:59	-63.180	-53.070
Scotia Sea	ANT-XIII/4	PS40/14819	1996-05-09T21:56	-62.630	-54.200
Scotia Sea	ANT-XIII/4	PS40/14820	1996-05-10T09:49	-62.320	-55.670
Scotia Sea	ANT-XIII/4	PS40/14821	1996-05-10T21:56	-62.270	-56.120
Scotia Sea	ANT-XIII/4	PS40/14822	1996-05-11T09:47	-62.220	-56.430
Scotia Sea	ANT-XIII/4	PS40/14823	1996-05-11T21:57	-62.270	-57.620
Scotia Sea	ANT-XIII/4	PS40/14824	1996-05-12T09:45	-60.500	-59.420
Scotia Sea	ANT-XIII/4	PS40/14825	1996-05-12T21:52	-59.170	-61.380
Drake Passage	ANT-XIII/4	PS40/14826	1996-05-13T09:45	-57.250	-64.120
South Atlantic Ocean	ANT-XIII/4	PS40/14827	1996-05-14T10:01	-55.500	-66.320
Drake Passage	ANT-XIII/4	PS40/14828	1996-05-15T09:55	-55.750	-65.800
Drake Passage	ANT-XIII/4	PS40/14829	1996-05-16T09:49	-55.730	-66.250
Drake Passage	ANT-XIII/4	PS40/14830	1996-05-17T09:47	-55.470	-66.070
Drake Passage	ANT-XIII/4	PS40/14831	1996-05-18T09:47	-55.550	-65.900
South Atlantic Ocean	ANT-XIII/5	PS40/14832	1996-05-23T09:52	-52.500	-67.720
South Atlantic Ocean	ANT-XIII/5	PS40/14833	1996-05-24T09:48	-49.230	-59.970
South Atlantic Ocean	ANT-XIII/5	PS40/14834	1996-05-25T09:46	-47.070	-55.080
